time,day,ID_old,IO,antenna,ID,dep_time,g,density,a,b,c,int
227.42309027777776,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42327546296295,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.4233449074074,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42347222222222,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42469907407406,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42474537037037,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42475694444443,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42498842592593,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42499999999998,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42511574074072,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42535879629628,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42538194444444,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42541666666665,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4258449074074,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4259722222222,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42623842592593,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.4264236111111,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42648148148146,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42666666666665,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42718749999997,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42746527777777,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.42749999999998,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4278587962963,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4286921296296,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4289236111111,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4290162037037,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42932870370367,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.4294444444444,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.4295486111111,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.42957175925923,227,075131,Out,2,2,227.42013888888889,720,2.65,142,61,51,0.2
227.4298148148148,227,0756D2,Out,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.43046296296296,227,0756D2,In,2,1,227.41805555555555,568,2.73,103,66,60,0.2
227.43049768518517,227,075131,In,2,2,227.42013888888889,720,2.65,142,61,51,0.2
